"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"W8CW3GTA","journalArticle","2023","Eckert, Simon; Favella, Gianpiero; Gärtner, Anne; Kirschner, Ursula","Standardisierter Datenmanagementplan","Bausteine Forschungsdatenmanagement","","2626-7489","10.17192/bfdm.2023.2.8458","https://bausteine-fdm.de/article/view/8458","Der Artikel beschreibt die Vorgehensweise und den Lernprozess, der bei der Entwicklung eines Standardisierten Datenmanagementplans für die Bildungsforschung (Stamp) im Verbundprojekt Domain-Data-Protokolle für die Empirische Bildungsforschung (DDPBildung) erreicht wurde. Als Ausgangspunkt wird zunächst die Science-Europe-Vorlage (SE-Vorlage) zur Entwicklung des Stamps diskutiert und es werden darin jene Stellen herausgestellt, die domänenspezifische Anpassungen, hier die der Empirischen Bildungsforschung, erfordern. In einem weiteren Schritt skizziert der Artikel die Workshops, die mit externen Expert*innen aus der Empirischen Bildungsforschung – darunter Forscher*innen und Forschungsdatenmanagement-Beauftragte – durchgeführt wurden. Dabei stehen die Ergebnisse aus den Workshops sowie deren Auswirkungen auf die Entwicklung des Stamps im Vordergrund. Danach veranschaulicht der Artikel unter Rückgriff auf die Ergebnisse derWorkshops die an der SE-Vorlage unternommenen Anpassungen.","2023","2024-09-02 07:33:31","2024-10-29 10:03:44","","","","2","","","","","","","","","","","de","","","","","","","","","","","data management plan; educational science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AQP6KDB","journalArticle","2023","Hoffmann, Nicole","Stamp – Standardisierter Datenmanagementplan für die Bildungsforschung. Ein Konzept zum maßgeschneiderten Forschungsdatenmanagement. Ein Interview mit Sebastian Netscher","Bausteine Forschungsdatenmanagement","","2626-7489","10.17192/bfdm.2023.4.8593","https://bausteine-fdm.de/article/view/8593","Ein adäquates Datenmanagement stellt für viele Forschende immer noch eine Herausforderung dar. So erweist sich etwa die Nutzung von generischen Vorlagen für Datenmanagementpläne, als Werkzeug zum Datenmanagement, für die Nutzenden als wenig hilfreich. Vielmehr bedürfen Forschende bei der Planung und Umsetzung ihres Datenmanagements maßgeschneiderter Unterstützung, die sich an ihrer Arbeitsrealität und den Vorgaben bzw. Anforderungen ihrer Disziplin orientiert. Mit den sogenannten Domain-Data-Protokollen versucht Science Europe diesem Bedarf nach disziplinspezifischen Werkzeugen zu begegnen. Dabei handelt es sich um eine Art von vorausgefüllten Musterdatenmanagementplänen, die speziell auf die Anforderungen einer bestimmten Disziplin bzw. Forschungsgemeinschaft ausgerichtet sind und die die Generierung nachnutzbarer Daten im Sinne der FAIR Data Principles fördern. Im Verbundprojekt Domain-Data-Protokolle für die empirische Bildungsforschung wurde ab Juni 2019 ein erstes Domain-Data-Protokoll für die Bildungsforschung, in Form des Standardisierten Datenmanagementplans für die Bildungsforschung (Stamp), entwickelt. Im vorliegenden Interview berichtet Sebastian Netscher von GESIS – Leibniz-Institut für Sozialwissenschaften über die Entwicklung des Stamps und skizziert dessen Aufbau ebenso wie die Möglichkeiten zu dessen Nutzung außerhalb der Bildungsforschung, wie etwa in der multidisziplinären Ratgeberforschung.","2023","2024-09-02 07:33:31","2024-11-14 14:39:39","","1–10","","4","","","","Stamp –  Ein Interview mit Sebastian Netscher","","","","","","","","","","","","","","","","","","data management plan; educational science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7S2E9WFW","book","2023","","Software Management Pläne-Definition, Konzeption und RDMO Anwendung","","","","","https://pure.mpg.de/rest/items/item_3527894/component/file_3527895/content","","2023","2024-09-02 07:33:31","2024-10-29 08:39:44","","","","","","","","","","","","","","","","","","","","","","","","","","software management plan; RDMO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q5UC88JC","report","2017","","Management von Forschungsdaten","","","","","https://publications.rwth-aachen.de/record/753479/files/753479.pdf","","2017","2024-09-02 07:33:31","2024-09-02 12:44:05","","","","","","","","","","","","RWTH insight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKK3MEQV","report","2019","Wuttke, Ulrike; Neuroth, Heike; Klar, Jochen; Enke, Harry; Straka, Janine; Wedlich-Zachodin, Kerstin Vanessa; Kramer, Claudia; Michaelis, Olaf; Ludwig, Jens","Research Data Management Organiser","","","","","https://d-nb.info/1193070686/34#page=270","","2019","2024-09-02 07:33:31","2024-09-02 12:10:14","","","","","","","","","","","","","","","de","","","","","","","","","C:\Users\lanza01\Zotero\storage\H56NRURK\34.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N9EZV2QZ","book","2019","Wulff, Enrique","Research Data Access and Management in National Libraries","","","","","https://www.igi-global.com/chapter/research-data-access-and-management-in-national-libraries/232422","National libraries have developed research data responsibilities for reasons of data ownership and cost-efficiency. Due to their multi-faceted and synergistic relationship with research data actors (publishers and researchers), their leadership in publication standards makes them a unique participant as advisors on research data archiving and citation, as much as for their discovery and licensing expertise. National libraries engage with the data community to raise awareness of the relevance of data management and so promote themselves as an essential place for data repositories and the researcher community. This chapter introduces a framework of five national libraries: the British Library, the Library of Congress, the National Library of Medicine, the German National Library of Science and Technology, and the German National Library of Medicine.","2019","2024-09-02 07:33:31","2024-09-02 12:36:05","","","28","","","","","","","","","","IGI Global","","","","","","","","","DOI: 10.4018/978-1-5225-8437-7.ch001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ND8TWQMV","book","2023","","Sustainable and FAIR Software in Research-A New RDMO Catalogue for Software Management Plans","","","","","https://pure.mpg.de/rest/items/item_3527228/component/file_3527229/content","","2023","2024-09-02 07:33:31","2024-10-29 10:04:07","","","","","","","","","","","","","","","","","","","","","","","","","","software management plan; RDMO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQ7KES5M","presentation","2023","Grossmann, Yves Vincent","Softwaremanagementpläne in RDMO","","","","","https://pure.mpg.de/rest/items/item_3508395/component/file_3508396/content","","2023-05-02","2024-09-02 07:33:31","2024-11-07 13:36:11","","","","","","","","","","","","","","","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Netzwerktreffen Forschungsdaten Berlin-Brandenburg","","","","","","","","","","","","","","","",""
"RUZZ264I","book","2023","","SDC BioDATEN-Final workshop","","","","","https://ub01.uni-tuebingen.de/xmlui/bitstream/handle/10900/145281/sdc_biodaten_final_workshop.pdf?sequence=1&isallowed=y","","2023","2024-09-02 07:33:31","2024-09-02 07:33:31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUAQ5BWR","journalArticle","2023","Boege, Tobias; Fritze, René; Görgen, Christiane; Hanselman, Jeroen; Iglezakis, Dorothea; Kastner, Lars; Koprucki, Thomas; Krause, Tabea H.; Lehrenfeld, Christoph; Polla, Silvia; Reidelbach, Marco; Riedel, Christian; Saak, Jens; Schembera, Björn; Tabelow, Karsten; Weber, Marcus","Research-data management planning in the German mathematical community","European Mathematical Society Magazine","","2747-7894","10.4171/mag/152","https://ems.press/journals/mag/articles/12474488","Tobias Boege, René Fritze, Christiane Görgen, Jeroen Hanselman, Dorothea Iglezakis, Lars Kastner, Thomas Koprucki, Tabea H. Krause, Christoph Lehrenfeld, Silvia Polla, Marco Reidelbach, Christian Riedel, Jens Saak, Björn Schembera, Karsten Tabelow, Marcus Weber","2023","2024-09-02 07:33:31","2024-10-29 08:38:58","","40–47","","130","","","","","","","","","","","","","","","","","","","","","","data management plan; mathematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CRN2EB4H","journalArticle","2023","HUSSAIN SHAH, SYED ASHFAQ; PETZOLD, FRANK","RESEARCH DATA MANAGEMENT AND A SYSTEM DESIGN TO SEMI-AUTOMATICALLY COMPLETE INTEGRATED DATA MANAGEMENT PLANS [POSITION PAPER]","Architecture and Planning Journal (APJ)","","2789-8547","10.54729/2789-8547.1235","","","2023","2024-09-02 07:33:31","2024-10-29 08:38:40","","","","3","28","","","","","","","","","","","","","","","","","","","","","data management plan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XXZKSSA","document","2023","Michaelis, Olaf; Lanza, Giacomo; Klar, Jochen; Straka, Janine; Sutter, Paul; Grossmann, Yves Vincent; Rathmann, Torsten; Rothe, Robin; Schönau, Sabine; Enke, Harry; Frenzel, Johannes; Meier, Laura; Spenger, Martin; Schneider, Thomas; Hasler, Tim; Grasso Toro, Federico; Rodríguez, Laura","rdmorganiser/rdmo-catalog: 1.3.1-rdmo-1.6.0","","","","","https://publications.rwth-aachen.de/record/862126","Fixes including one that fixes a bug in the options for rdmo and another that fixes the Horizon Europe view. What's Changed rename back correctly the optionset dataset_size_options via \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/commit/7592fbc99900de19735a99dbda36198edceeeab2\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/commit/7592fbc99900de19735a99dbda36198edceeeab2 to correct for the bug which was introduced via \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/commit/b85dcd3fe06001f15e7dc0629be27534f73221e7\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/commit/b85dcd3fe06001f15e7dc0629be27534f73221e7 Update EC logo link by @Zack-83 in \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/pull/182\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/pull/182 Übersetzung von Optionen by @rodriguezlr in \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/pull/181\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/pull/181 Korrekturen by @Sabine-Schoenau in \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/pull/176\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/pull/176 Punktuation von Optionen entfernt by @Zack-83 in \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/pull/183\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/pull/183 New Contributors @rodriguezlr made their first contribution in \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/pull/181\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/pull/181 Full Changelog: \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/compare/1.3.0-rdmo-1.6.0...1.3.1-rdmo-1.6.0\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/compare/1.3.0-rdmo-1.6.0...1.3.1-rdmo-1.6.0 What's Changed Update EC logo link by @Zack-83 in \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/pull/182\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/pull/182 Übersetzung von Optionen by @rodriguezlr in \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/pull/181\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/pull/181 Korrekturen by @Sabine-Schoenau in \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/pull/176\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/pull/176 Punktuation von Optionen entfernt by @Zack-83 in \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/pull/183\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/pull/183 New Contributors @rodriguezlr made their first contribution in \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/pull/181\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/pull/181 Full Changelog: \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/compare/1.3.0-rdmo-1.6.0...1.3.1-rdmo-1.6.0\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/compare/1.3.0-rdmo-1.6.0...1.3.1-rdmo-1.6.0","2023","2024-07-08 09:28:01","2024-11-07 15:40:06","","","","","","","","","","","","","Zenodo","","","","","","","","","Backup Publisher: Zenodo Issue: RWTH-2023-00307 DOI: 10.5281/zenodo.596706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKPR9WVR","journalArticle","2022","Dellmann, Sarah","Relevante Faktoren für eine gelungene Implementierung von FDM-Services vor Ort: Ergebnisse einer Interviewbefragung von FDM-Mitarbeiter*innen an hessischen Hochschulen","Bausteine Forschungsdatenmanagement","","2626-7489","10.17192/bfdm.2022.2.8428","https://bausteine-fdm.de/article/view/8428","Eine Vielzahl von Initiativen und Förderprogrammen zielt darauf, die Etablierung von Forschungsdatenmanagement (FDM) an deutschen Wissenschaftseinrichtungen voranzutreiben. Die Initiativen und Programme unterscheiden sich in Bezug auf Zielgruppe und gewählte Implementierungsstrategie. Welche hochschulinternen und -übergreifenden Faktoren sind für die gelungene Implementierung von FDM-Angeboten vor Ort ausschlaggebend? Der vorliegende Beitrag präsentiert Ergebnisse einer Interviewbefragung unter FDM-Mitarbeiter*innen an hessischen Hochschulen (Universitäten und staatliche Hochschulen für Angewandte Wissenschaften) im November 2020, die mittels qualitativer Inhaltsanalyse ausgewertet wurden. Neben Auﬂagen von Forschungsförderern sowie der Möglichkeit, sich über FDM hochschulpolitisch zu positionieren, wurden die Verstetigung von Stellen, Engagement der Hochschulleitung und gute Kommunikation der beteiligten zentralen Einrichtungen untereinander, insbesondere mit der Drittmittelstelle, als relevant genannt. Eine besondere Bedeutung bei der Schaffung von FDM-Services maßen die Interviewteilnehmer*innen der Hessischen Forschungsdateninfrastruktur HeFDI bei.","2022","2024-07-08 09:28:01","2024-09-02 10:53:17","","","","2","","","","","","","","","","","de","","","","","","","Mirror copy: https://oa.tib.eu/renate/handle/123456789/10186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSUXWAUZ","document","2022","Michaelis, Olaf; Lanza, Giacomo; Klar, Jochen; Straka, Janine; Sutter, Paul; Grossmann, Yves Vincent; Rathmann, Torsten; Rothe, Robin; Enke, Harry; Frenzel, Johannes; Spenger, Martin; Schoenau, Sabine; Schneider, Thomas; Hasler, Tim; Grasso Toro, Federico","rdmorganiser/rdmo-catalog: 1.2.0-rdmo-1.6.0","","","","","https://publications.rwth-aachen.de/record/862126","Overview This release adds support for Horizon Europe (catalogue and view); a new view for cost overview in English; a software management plan; localisation of all RDMO content in Spanish as fifth language supported. New Features Catalogues Horizon Europe (new) Math+ (new) Softwaremanagementplan (new) DFG questionnaires by FoDaKo (updated to version 5.0) Science Europe (updated) NFDI4Ing (updated) Domain, Conditions, Options Single additions (for Horizon Europe and Math+) Views Horizon Europe view Cost view in English List of all variables Localisation Localisation in 5 languages (en, de, es, fr, it) of main and Horizon Europe catalogues Other spelling corrections; some links updated tabular overview of all catalogues Full Changelog: \textlessa href=\textquotedblhttps://github.com/rdmorganiser/rdmo-catalog/compare/1.1.0-rdmo-1.6.0...1.2.0-rdmo-1.6.0\textquotedbl\textgreaterhttps://github.com/rdmorganiser/rdmo-catalog/compare/1.1.0-rdmo-1.6.0...1.2.0-rdmo-1.6.0","2022","2024-09-02 07:33:30","2024-11-07 15:40:16","","","","","","","","","","","","","Zenodo","","","","","","","","","Backup Publisher: Zenodo Issue: RWTH-2023-00307 DOI: 10.5281/ZENODO.7466775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KRHD5R6","journalArticle","2023","Vandendorpe, Justine; Lindstädt, Birte","Bringing discipline specificity to a generic research data management workshop concept","GMS Medizin - Bibliothek - Information","","1865-066X","10.3205/mbi000557","","Forschungsförderer stellen immer höhere Anforderungen an das Forschungsdatenmanagement (FDM). Da der Kontext, in dem Forschungsdaten (FD) generiert werden, disziplinspezifisch ist, gilt dies auch für das FDM bzw. Schulungen zum FDM. Um allgemeine Schulungsangebote mit fachspezifischen Inhalten zu ergänzen, bieten sich Kooperationen von generisch aufgestellten FDM-Servicezentren an Hochschulen oder außeruniversitären Forschungsinstitutionen mit disziplinorientierten Einrichtungen oder Bibliotheken wie ZB MED – Informationszentrum Lebenswissenschaften an. In diesem Kontext hat ZB MED einen Trainingsworkshop zu FDM in der (Bio-)Medizin ins Leben gerufen, der in Zusammenarbeit mit FDM-Zentren an deutschen Universitäten mit medizinischer Fakultät für die Zielgruppe der Forschenden durchgeführt wird. Die FDM-Zentren decken dabei generische Aspekte des FDM ab und stellen ihre lokalen Dienste vor. ZB MED ergänzt dies mit (bio-)medizinspezifischen Aspekten des FDM, stellt ZB MED-Dienste vor und präsentiert Ergebnisse der Fachkonsortien der Nationalen Forschungsdateninfrastruktur (NFDI), an denen es beteiligt ist. In diesem Zusammenhang werden frei wiederverwendbare Trainingsmaterialien (Open Educational Resources, OER) erstellt, um Forschende im Umgang mit ihren Daten zu unterstützen. Die im Artikel dargestellten Details zum Workshop und die freie Lizenzierung ermöglichen die Übertragbarkeit auf andere Disziplinen und NFDI-Konsortien.","2023-09-13","2024-09-02 11:29:21","2024-09-02 12:51:43","","Doc07","","1","23","","GMS Med Bibl Inf","","","","","","","","en","This is an Open Access article distributed under the terms of the Creative Commons Attribution 4.0 License.","","","","GMS German Medical Science","","Publisher: German Medical Science GMS Publishing House","","C:\Users\lanza01\Zotero\storage\JCTGW86K\mbi000557.html","","","RDM; research data management; NFDI; bio-medicine; engagement methods; medicine; national research data infrastructure; specialist libraries; training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETCBDT2U","journalArticle","2023","Zhou, Xiao-Ran; Beier, Sebastian; Brilhaus, Dominik; Martins Rodrigues, Cristina; Mühlhaus, Timo; Von Suchodoletz, Dirk; Twyman, Richard M.; Usadel, Björn; Kranz, Angela","DataPLAN: A Web-Based Data Management Plan Generator for the Plant Sciences","Data","","2306-5729","10.3390/data8110159","https://www.mdpi.com/2306-5729/8/11/159","Research data management (RDM) combines a set of practices for the organization, storage and preservation of data from research projects. The RDM strategy of a project is usually formalized as a data management plan (DMP)—a document that sets out procedures to ensure data ﬁndability, accessibility, interoperability and reusability (FAIR-ness). Many aspects of RDM are standardized across disciplines so that data and metadata are reusable, but the components of DMPs in the plant sciences are often disconnected. The inability to reuse plant-speciﬁc DMP content across projects and funding sources requires additional time and effort to write unique DMPs for different settings. To address this issue, we developed DataPLAN—an open-source tool incorporating prewritten DMP content for the plant sciences that can be used online or ofﬂine to prepare multiple DMPs. The current version of DataPLAN supports Horizon 2020 and Horizon Europe projects, as well as projects funded by the German Research Foundation (DFG). Furthermore, DataPLAN offers the option for users to customize their own templates. Additional templates to accommodate other funding schemes will be added in the future. DataPLAN reduces the workload needed to create or update DMPs in the plant sciences by presenting standardized RDM practices optimized for different funding contexts.","2023-10-24","2024-09-02 11:30:02","2024-10-29 10:06:02","2024-09-02 11:30:02","159","","11","8","","Data","DataPLAN","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\lanza01\Zotero\storage\VVQ4BD45\Zhou et al. - 2023 - DataPLAN A Web-Based Data Management Plan Generator for the Plant Sciences.pdf","","DMP tools; plant science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KT4368K3","conferencePaper","2019","Trautwein-Bruns, Ute; Hausen, Daniela; von der Ropp, Stephan","Datenmanagementpläne an der RWTH Aachen University – Wie groß ist das Beratungsspektrum?","","978-3-95806-405-8","","","https://juser.fz-juelich.de/record/863175/?ln=de","Ein Datenmanagementplan (DMP) ist ein Instrument zur Dokumentation des Forschungsdatenmanagements (FDM) und der Forschungsdaten eines Forschungsprojekts. Er wird von einigen Forschungsförderern und Institutionen zur Sicherung der Qualität der Forschung und der Nachhaltigkeit von Forschungsdaten gefordert und hat darüber hinaus das Potenzial, ein gewinnbringendes Konzept für alle Beteiligten zu werden. Um Einstiegshürden zu senken und das Konzept DMP mit Mehrwert für dieForschung handhabbar zu gestalten, bietet die RWTH Aachen University neben Informationen, Beratung und Training auch Workshops zur instituts- oder fachspezifischen Anpassung und Umsetzung von DMPs an. Das Erstellen sinnvoller DMPs ist sowohl für die Forschenden als auch für die Unterstützung auf Seiten der Infrastruktur-Dienstleister aufwendig, nicht zuletzt, weil Community-Lösungen für viele Fachbereiche gleichermaßen wie Umsetzungsbeispiele zur Integration von DMPs in die Forschungsprozesse fehlen. Deshalb sollten zum jetzigen Zeitpunkt DMPs so kompakt und niederschwellig wie möglich gehalten werden, damit der Aufwand bei der Erstellung gering ist und das Konzept von den Forschenden akzeptiert wird. Zukünftig ist zu erwarten, dass mit der Implementierung der Nationalen Forschungsdateninfrastruktur (NFDI), Fachcommunities den Umgang mit Forschungsdaten reflektieren und angemessene Konzepte zur disziplinspezifischen Nutzung von Forschungsdaten und zur Umsetzung der FAIR Data Principles erarbeiten Trautwein-Bruns, Ute; Hausen, Daniela; von der Ropp, Stephan","2019","2024-09-02 11:34:23","2024-09-02 11:34:23","2024-09-02 11:34:23","","","","","","","","","","","","Forschungszentrum Jülich GmbH Zentralbibliothek, Verlag","","de","","","","","juser.fz-juelich.de","","Number: FZJ-2019-03274","","C:\Users\lanza01\Zotero\storage\VBVID5A4\Trautwein-Bruns und Hausen - Datenmanagementpläne an der RWTH Aachen University – Wie groß ist das Beratungsspektrum.pdf; C:\Users\lanza01\Zotero\storage\JR82EP8A\863175.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8. Konferenz der Zentralbibliothek, Forschungszentrum Jülich","","","","","","","","","","","","","","",""
"5XTVETRK","journalArticle","2019","Stille, Wolfgang; Farrenkopf, Stefan; Glaser, Timo; Jagusch, Gerald; Leiß, Caroline; Strauch, Annette","Ergebnisse des Impulscafés der Kommission für forschungsnahe Dienste auf dem Bibliothekskongress 2019","o-bib. Das offene Bibliotheksjournal / Herausgeber VDB","","2363-9814","10.5282/o-bib/2019H2S123-131","https://www.o-bib.de/bib/article/view/5501","","2019-07-09","2024-09-02 11:39:01","2024-09-02 11:39:01","2024-09-02 11:39:01","123-131","","2","6","","","","","","","","","","de","Copyright (c) 2019 Wolfgang Stille, Stefan Farrenkopf, Timo Glaser, Gerald Jagusch, Caroline Leiß, Annette Strauch","","","","www.o-bib.de","","Number: 2","","C:\Users\lanza01\Zotero\storage\2P2NWQDK\Stille et al. - 2019 - Ergebnisse des Impulscafés der Kommission für forschungsnahe Dienste auf dem Bibliothekskongress 201.pdf","","","forschungsnahe Dienste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7ZPTXMX","report","2023","Castro, Leyla Jael; Geist, Lukas; Gonzalez, Esteban; Grossmann, Yves Vincent; Pronk, Thomas; Guerrero, Carlos Utrilla; Wallace, David","Five Minutes to Write a Software Management Plan – A Machine-actionable Approach to Simplify the Creation of SMPs","","","","","","The Software Management Plan (SMP) is a relevant tool for handling research software. Despite benefits for research (e.g., low barrier for researchers, promotion of good practices), SMPs are not yet used across the board. A semi-automated approach can solve this problem. In the following document, we discuss a possible workflow for creating machine-actionable SMPs using various tools. This approach was developed during an NFDI4DataScience hackathon at the German National Library of Medicine (ZB Med) - Information Centre of Life Sciences on maSMPs at the end of 2023.","2023-12","2024-09-02 11:41:33","2024-10-29 08:36:10","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\lanza01\Zotero\storage\DIS3MSQK\Castro et al. - Five Minutes to Write a Software Management Plan – A Machine-actionable Approach to Simplify the Cre.pdf","","NFDI; software management plan; RDMO; machine actionable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N52DUIM4","journalArticle","2019","Strauch, Annette; Dahnke, Michael","Forschungsdatenmanagement und -infrastruktur im SFB 1187 Medien der Kooperation","Bausteine Forschungsdatenmanagement","","2626-7489","10.17192/bfdm.2019.2.8071","https://bausteine-fdm.de/article/view/8071","","2019-09-03","2024-09-02 11:44:52","2024-09-02 11:44:52","2024-09-02 11:44:52","54-60","","2","","","","","","","","","","","de","Copyright (c) 2019 Annette Strauch, Michael Dahnke","","","","bausteine-fdm.de","","Number: 2","","C:\Users\lanza01\Zotero\storage\MCDVAI4U\Strauch und Dahnke - 2019 - Forschungsdatenmanagement und -infrastruktur im SFB 1187 Medien der Kooperation.pdf","","","Sonderforschungsbereich; Dateninfrastruktur; Forschungspraktiken; Forschungsunterstützung; Nachhaltigkeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LY92WBMC","presentation","2018","Wuchner, Andrea","Forschungsdatenmanagement – Aktivitäten in der Fraunhofer-Gesellschaft","","","","","https://publica-rest.fraunhofer.de/server/api/core/bitstreams/ccb004e9-3e45-4f34-86bb-209c5b3890d8","","2018-04-27","2024-09-02 11:45:25","2024-09-02 11:48:22","","","","","","","","","","","","","","Stuttgart","de","","","","","","","","","C:\Users\lanza01\Zotero\storage\QZ2UA3J8\Wuchner - Informationsmanagement Master of Arts  Service Management – Max Planck Digital Library  Abteilung.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2YKXWC9","journalArticle","2019","Arendt, Thorsten; Schütz, Alexander","Infrastruktur-Dienste für das aktive und passive Forschungsdatenmanagement eines neurowissenschaftlichen Sonderforschungsbereichs","Bausteine Forschungsdatenmanagement","","2626-7489","10.17192/bfdm.2019.2.8070","https://bausteine-fdm.de/article/view/8070","","2019-08-30","2024-09-02 11:52:55","2024-09-02 11:52:55","2024-09-02 11:52:55","50-53","","2","","","","","","","","","","","de","Copyright (c) 2019 Thorsten Arendt, Alexander C. Schütz","","","","bausteine-fdm.de","","Number: 2","","C:\Users\lanza01\Zotero\storage\FEURDW73\Arendt und Schütz - 2019 - Infrastruktur-Dienste für das aktive und passive Forschungsdatenmanagement eines neurowissenschaftli.pdf","","","Infrastruktur; Kooperation; Neurowissenschaften; Psychologie; Verbund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
